"","PNUM_F_CC111_NSA_I10","PNUM_F_CC111_NSA_I15","PNUM_F_CC111_NSA_PCH_SM","PNUM_F_CC111_SCA_I10","PNUM_F_CC111_SCA_I15","PNUM_F_CC111_SCA_PCH_PRE","PNUM_F_CC112_NSA_I10","PNUM_F_CC112_NSA_I15","PNUM_F_CC112_NSA_PCH_SM","PNUM_F_CC112_SCA_I10","PNUM_F_CC112_SCA_I15","PNUM_F_CC112_SCA_PCH_PRE","PNUM_F_CC11_X_CC113_NSA_I10","PNUM_F_CC11_X_CC113_NSA_I15","PNUM_F_CC11_X_CC113_NSA_PCH_SM","PNUM_F_CC11_X_CC113_SCA_I10","PNUM_F_CC11_X_CC113_SCA_I15","PNUM_F_CC11_X_CC113_SCA_PCH_PRE","PSQM_F_CC1_NSA_I10","PSQM_F_CC1_NSA_I15","PSQM_F_CC1_NSA_PCH_SM","PSQM_F_CC1_SCA_I10","PSQM_F_CC1_SCA_I15","PSQM_F_CC1_SCA_PCH_PRE","PSQM_F_CC11_NSA_I10","PSQM_F_CC11_NSA_I15","PSQM_F_CC11_NSA_PCH_SM","PSQM_F_CC11_SCA_I10","PSQM_F_CC11_SCA_I15","PSQM_F_CC11_SCA_PCH_PRE","PSQM_F_CC111_NSA_I10","PSQM_F_CC111_NSA_I15","PSQM_F_CC111_NSA_PCH_SM","PSQM_F_CC111_SCA_I10","PSQM_F_CC111_SCA_I15","PSQM_F_CC111_SCA_PCH_PRE","PSQM_F_CC112_NSA_I10","PSQM_F_CC112_NSA_I15","PSQM_F_CC112_NSA_PCH_SM","PSQM_F_CC112_SCA_I10","PSQM_F_CC112_SCA_I15","PSQM_F_CC112_SCA_PCH_PRE","PSQM_F_CC113_NSA_I15","PSQM_F_CC113_NSA_PCH_SM","PSQM_F_CC113_SCA_I15","PSQM_F_CC113_SCA_PCH_PRE","PSQM_F_CC11_X_CC113_NSA_I10","PSQM_F_CC11_X_CC113_NSA_I15","PSQM_F_CC11_X_CC113_NSA_PCH_SM","PSQM_F_CC11_X_CC113_SCA_I10","PSQM_F_CC11_X_CC113_SCA_I15","PSQM_F_CC11_X_CC113_SCA_PCH_PRE","PSQM_F_CC12_NSA_I10","PSQM_F_CC12_NSA_I15","PSQM_F_CC12_NSA_PCH_SM","PSQM_F_CC12_SCA_I10","PSQM_F_CC12_SCA_I15","PSQM_F_CC12_SCA_PCH_PRE","PSQM_F_CC122_NSA_I10","PSQM_F_CC122_NSA_I15","PSQM_F_CC122_NSA_PCH_SM","PSQM_F_CC122_SCA_I10","PSQM_F_CC122_SCA_I15","PSQM_F_CC122_SCA_PCH_PRE","PSQM_F_CC12_X_CC122_NSA_I10","PSQM_F_CC12_X_CC122_NSA_I15","PSQM_F_CC12_X_CC122_NSA_PCH_SM","PSQM_F_CC12_X_CC122_SCA_I10","PSQM_F_CC12_X_CC122_SCA_I15","PSQM_F_CC12_X_CC122_SCA_PCH_PRE","YEAR","MONTH"
"103","104.2 e","149.9 ","-0.2 ","98.5 s","141.8 s","-0.7 s","108.6 e","110.9 ","-9.8 ","96.9 s","99.8 s","-3.7 s","106.4 e","128.2 ","-5.0 ","97.8 s","118.6 s","-2.0 s","109.4 e","135.0 ","0.6 ","105.7 s","130.7 s","8.0 s","107.6 e","135.4 ","-2.8 ","99.0 s","125.1 s","-0.9 s","106.5 e","153.2 ","2.7 ","101.3 s","145.7 s","-0.6 s","109.7 e","114.1 ","-10.2 ","96.7 s","101.5 s","-4.8 s","101.9 ","-18.5 ","94.6 s","36.3 s","107.6 e","136.9 ","-2.2 ","99.9 s","127.9 s","-1.5 s","111.0 e","134.6 ","3.9 ","108.2 s","131.2 s","11.8 s","102.4 e","110.3 ","9.1 ","106.1 s","111.8 s","-10.6 s","112.0 e","137.9 ","3.4 ","108.2 s","133.7 s","14.6 s","2011","03 "
"104","96.3 e","138.6 ","8.2 ","99.1 s","142.8 s","-11.6 s","83.1 e","88.0 ","-0.7 ","98.9 s","103.6 s","-14.5 s","89.7 e","110.4 ","4.1 ","98.9 s","121.0 s","-13.4 s","90.4 e","111.6 ","10.0 ","98.2 s","121.0 s","-9.1 s","93.7 e","117.9 ","5.3 ","101.2 s","126.2 s","-10.9 s","98.1 e","141.3 ","9.5 ","101.9 s","146.6 s","-7.0 s","85.8 e","91.6 ","-0.5 ","100.9 s","106.6 s","-10.0 s","57.3 ","-23.2 ","69.4 s","-32.7 s","93.7 e","120.6 ","6.1 ","101.5 s","129.9 s","-6.8 s","87.2 e","105.7 ","15.3 ","97.3 s","117.4 s","-10.3 s","110.2 e","118.6 ","45.9 ","115.3 s","125.0 s","23.2 s","84.4 e","103.9 ","11.6 ","95.6 s","116.7 s","-13.3 s","2011","02 "
"105","107.6 e","154.9 ","24.3 ","112.4 s","161.5 s","8.5 s","94.2 e","97.5 ","40.9 ","117.1 s","121.1 s","30.4 s","100.9 e","122.9 ","31.0 ","115.4 s","139.8 s","19.5 s","100.8 e","124.5 ","18.5 ","108.3 s","133.1 s","2.6 s","102.1 e","128.5 ","25.1 ","108.3 s","141.6 s","13.1 s","107.0 e","154.0 ","23.3 ","109.5 s","157.7 s","3.9 s","93.4 e","98.3 ","38.3 ","113.0 s","118.5 s","19.8 s","75.2 ","-30.3 ","103.1 s","-4.4 s","102.1 e","130.8 ","27.6 ","109.1 s","139.4 s","7.6 s","99.6 e","120.8 ","12.6 ","108.9 s","130.9 s","0.3 s","86.6 e","93.3 ","9.8 ","95.6 s","101.5 s","13.0 s","101.1 e","124.5 ","12.9 ","110.2 s","134.6 s","-1.1 s","2011","01 "
"106","107.0 e","153.9 ","14.5 ","103.7 s","148.8 s","9.3 s","108.7 e","108.3 ","29.4 ","93.0 s","92.9 s","5.1 s","107.8 e","128.5 ","21.0 ","97.7 s","117.0 s","6.6 s","105.3 e","130.0 ","19.8 ","105.0 s","129.7 s","6.1 s","108.8 e","136.9 ","17.5 ","102.0 s","125.2 s","7.1 s","107.8 e","155.2 ","17.3 ","105.6 s","151.8 s","10.6 s","110.5 e","112.4 ","26.6 ","96.9 s","98.9 s","5.9 s","125.7 ","-26.1 ","107.8 s","21.7 s","108.8 e","137.4 ","20.3 ","102.4 s","129.6 s","8.0 s","101.9 e","123.6 ","22.5 ","107.8 s","130.5 s","4.8 s","86.4 e","93.1 ","3.6 ","83.6 s","89.8 s","-30.2 s","103.8 e","127.7 ","24.7 ","110.8 s","136.1 s","9.9 s","2010","12 "
"107","85.5 e","123.1 ","8.0 ","94.7 s","136.2 s","-5.4 s","82.5 e","82.1 ","17.1 ","87.7 s","88.4 s","-7.7 s","84.0 e","100.3 ","11.9 ","91.3 s","109.8 s","-5.8 s","92.2 e","113.8 ","2.5 ","99.0 s","122.2 s","-1.1 s","85.1 e","107.1 ","8.5 ","94.5 s","116.9 s","-5.1 s","86.5 e","124.5 ","10.1 ","95.6 s","137.3 s","-3.0 s","82.7 e","85.4 ","14.2 ","90.3 s","93.4 s","-5.6 s","82.1 ","-38.5 ","88.6 s","-12.5 s","85.1 e","108.2 ","11.3 ","94.6 s","120.0 s","-3.1 s","98.9 e","119.9 ","-2.1 ","102.8 s","124.5 s","-1.3 s","122.1 e","131.5 ","35.7 ","119.5 s","128.6 s","33.4 s","96.2 e","118.4 ","-6.0 ","100.7 s","123.8 s","-5.1 s","2010","11 "
"108","97.1 e","139.7 ","9.0 ","100.2 s","143.9 s","2.3 s","109.3 e","110.6 ","6.1 ","95.5 s","95.8 s","-9.5 s","103.2 e","123.5 ","7.6 ","97.4 s","116.5 s","-3.7 s","109.8 e","135.5 ","1.8 ","100.1 s","123.6 s","0.3 s","101.1 e","127.2 ","8.8 ","98.1 s","123.2 s","-1.4 s","94.8 e","136.3 ","9.0 ","98.6 s","141.6 s","0.4 s","112.4 e","114.8 ","4.6 ","97.7 s","98.9 s","-8.8 s","123.5 ","57.5 ","101.2 s","19.1 s","101.1 e","127.4 ","7.4 ","98.3 s","123.8 s","-3.4 s","118.2 e","143.3 ","-3.2 ","103.4 s","126.2 s","6.6 s","101.3 e","109.1 ","6.2 ","89.4 s","96.4 s","8.9 s","120.1 e","147.8 ","-4.2 ","105.2 s","130.5 s","6.4 s","2010","10 "
"109","107.3 e","154.4 ","14.5 ","98.1 s","140.6 s","-5.4 s","112.2 e","116.8 ","41.4 ","103.4 s","105.8 s","11.5 s","109.7 e","133.5 ","26.2 ","100.6 s","121.0 s","1.6 s","106.6 e","131.6 ","6.3 ","99.9 s","123.2 s","1.3 s","109.1 e","137.4 ","20.7 ","100.8 s","124.9 s","-2.0 s","106.9 e","154.0 ","15.4 ","98.2 s","141.1 s","-5.2 s","113.1 e","119.7 ","34.9 ","104.1 s","108.5 s","12.8 s","85.5 ","-7.0 ","85.0 s","-17.3 s","109.1 e","139.7 ","21.7 ","100.7 s","128.1 s","0.5 s","104.1 e","126.3 ","-5.0 ","97.7 s","118.4 s","0.5 s","93.1 e","100.2 ","-32.0 ","82.4 s","88.5 s","-33.0 s","105.4 e","129.8 ","-1.0 ","99.6 s","122.7 s","5.8 s","2010","09 "
"110","93.0 e","133.8 ","22.6 ","102.9 s","148.7 s","-8.3 s","76.5 e","76.7 ","40.7 ","94.3 s","94.9 s","-2.3 s","84.7 e","102.0 ","29.6 ","98.9 s","119.1 s","-4.9 s","91.6 e","113.1 ","8.0 ","97.9 s","121.6 s","-8.6 s","87.9 e","110.6 ","25.5 ","100.4 s","127.4 s","-6.3 s","94.6 e","136.2 ","24.2 ","103.1 s","148.8 s","-8.0 s","76.1 e","77.4 ","33.2 ","94.2 s","96.2 s","-2.0 s","85.8 ","0.1 ","102.8 s","-40.8 s","87.9 e","111.7 ","26.6 ","100.3 s","127.4 s","-5.5 s","95.2 e","115.4 ","-3.8 ","96.3 s","117.8 s","-8.3 s","117.8 e","126.9 ","13.9 ","121.6 s","132.0 s","-24.4 s","92.5 e","113.8 ","-6.0 ","93.5 s","116.0 s","-5.7 s","2010","08 "
"111","125.3 e","180.2 ","33.4 ","113.1 s","162.1 s","8.1 s","125.9 e","116.0 ","25.0 ","104.4 s","97.1 s","-3.6 s","125.6 e","144.4 ","29.5 ","108.4 s","125.2 s","2.8 s","118.9 e","146.8 ","16.2 ","108.1 s","133.0 s","5.7 s","122.7 e","154.4 ","27.3 ","109.0 s","136.0 s","5.2 s","122.7 e","176.6 ","30.8 ","112.6 s","161.8 s","6.4 s","122.7 e","117.1 ","17.1 ","101.8 s","98.2 s","-5.9 s","212.6 ","50.2 ","173.6 s","82.2 s","122.7 e","151.8 ","26.1 ","108.7 s","134.8 s","2.1 s","115.3 e","139.8 ","6.9 ","106.3 s","128.5 s","7.0 s","170.6 e","183.7 ","75.5 ","161.8 s","174.5 s","94.1 s","108.8 e","133.9 ","-0.4 ","100.3 s","123.0 s","-0.5 s","2010","07 "
"112","116.1 e","167.0 ","27.2 ","103.8 s","149.9 s","1.6 s","107.1 e","109.1 ","68.6 ","98.8 s","100.7 s","-6.9 s","111.6 e","134.8 ","43.1 ","100.7 s","121.8 s","-3.1 s","110.3 e","136.1 ","18.8 ","101.6 s","125.8 s","4.9 s","113.1 e","142.3 ","34.0 ","104.0 s","129.3 s","-2.0 s","116.3 e","167.4 ","27.3 ","105.5 s","152.1 s","3.8 s","107.3 e","111.6 ","60.8 ","100.3 s","104.4 s","-5.5 s","99.6 ","-15.8 ","95.3 s","25.7 s","113.1 e","144.2 ","36.4 ","103.5 s","132.0 s","1.1 s","107.5 e","130.4 ","6.5 ","99.0 s","120.1 s","4.9 s","83.0 e","89.4 ","-5.5 ","83.6 s","89.9 s","-15.3 s","110.4 e","135.9 ","7.8 ","100.4 s","123.6 s","7.0 s","2010","06 "
"113","95.8 e","137.8 ","29.0 ","102.3 s","147.6 s","6.9 s","91.6 e","93.9 ","73.2 ","105.5 s","108.2 s","10.9 s","93.7 e","113.4 ","46.3 ","104.1 s","125.7 s","9.2 s","93.8 e","115.8 ","0.2 ","97.2 s","119.9 s","-5.9 s","94.9 e","119.4 ","34.8 ","102.6 s","132.0 s","3.7 s","96.4 e","138.7 ","29.1 ","101.6 s","146.5 s","5.1 s","92.2 e","96.9 ","65.6 ","104.6 s","110.5 s","10.9 s","75.7 ","-39.3 ","75.8 s","-64.4 s","94.9 e","121.3 ","39.4 ","102.1 s","130.6 s","6.3 s","92.8 e","112.6 ","-19.9 ","94.4 s","114.5 s","-9.8 s","91.1 e","98.1 ","-40.5 ","97.2 s","106.2 s","0.6 s","93.0 e","114.5 ","-16.5 ","94.0 s","115.5 s","-10.7 s","2010","05 "
"114","92.9 e","133.7 ","19.4 ","95.7 s","138.1 s","-2.7 s","101.8 e","90.7 ","34.8 ","109.1 s","97.6 s","-12.0 s","97.4 e","109.8 ","26.1 ","102.0 s","115.1 s","-7.9 s","95.4 e","117.8 ","18.3 ","103.0 s","127.4 s","-2.2 s","95.8 e","120.6 ","26.7 ","101.1 s","127.3 s","-1.3 s","93.7 e","134.9 ","19.9 ","96.8 s","139.4 s","-1.6 s","99.6 e","92.4 ","29.8 ","106.9 s","99.6 s","-12.0 s","197.4 ","113.2 ","213.2 s","82.1 s","95.8 e","117.2 ","23.0 ","100.3 s","122.9 s","-6.1 s","95.0 e","115.2 ","11.0 ","104.4 s","126.9 s","0.3 s","86.2 e","92.9 ","15.8 ","97.2 s","105.6 s","3.4 s","96.1 e","118.2 ","10.6 ","105.0 s","129.4 s","-0.2 s","2010","04 "
"115","104.4 e","150.2 ","32.9 ","98.7 s","142.0 s","7.2 s","122.1 e","123.0 ","55.1 ","109.4 s","110.9 s","7.3 s","113.3 e","135.0 ","43.3 ","104.3 s","125.0 s","7.7 s","108.7 e","134.2 ","17.1 ","105.4 s","130.2 s","17.1 s","110.7 e","139.3 ","37.1 ","102.3 s","129.0 s","7.4 s","103.6 e","149.1 ","31.9 ","98.4 s","141.6 s","5.0 s","123.3 e","127.1 ","52.9 ","109.0 s","113.2 s","7.0 s","125.0 ","-0.6 ","117.1 s","30.4 s","110.7 e","140.0 ","39.3 ","103.0 s","130.9 s","6.6 s","106.8 e","129.5 ","2.3 ","104.3 s","126.5 s","22.2 s","93.8 e","101.1 ","9.2 ","96.5 s","102.1 s","18.3 s","108.4 e","133.4 ","1.7 ","105.0 s","129.7 s","22.6 s","2010","03 "
"116","89.1 e","128.1 ","29.5 ","92.0 s","132.5 s","1.5 s","85.6 e","88.6 ","54.6 ","100.9 s","103.4 s","21.1 s","87.3 e","106.1 ","40.0 ","96.1 s","116.1 s","8.8 s","82.2 e","101.5 ","-5.2 ","90.2 s","111.2 s","-2.5 s","89.0 e","112.0 ","29.2 ","96.3 s","120.1 s","6.0 s","89.7 e","129.1 ","28.2 ","93.7 s","134.8 s","4.2 s","87.9 e","92.1 ","43.7 ","101.7 s","105.8 s","25.1 s","74.6 ","-34.7 ","89.8 s","-38.6 s","89.0 e","113.7 ","33.0 ","96.6 s","122.8 s","10.1 s","75.7 e","91.7 ","-27.2 ","85.8 s","103.5 s","-12.3 s","75.5 e","81.3 ","-43.8 ","79.9 s","86.3 s","-6.3 s","75.7 e","93.1 ","-24.6 ","86.6 s","105.8 s","-12.6 s","2010","02 "
"117","86.7 e","124.6 ","16.1 ","91.0 s","130.6 s","0.2 s","76.8 e","69.2 ","-7.6 ","94.8 s","85.4 s","19.1 s","81.8 e","93.8 ","5.0 ","93.5 s","106.7 s","10.2 s","85.1 e","105.1 ","-7.3 ","92.8 s","114.0 s","5.5 s","81.6 e","102.7 ","4.2 ","88.3 s","113.3 s","6.2 s","86.9 e","124.9 ","13.5 ","90.0 s","129.4 s","-0.1 s","72.4 e","71.1 ","-11.3 ","86.4 s","84.6 s","8.3 s","107.9 ","-11.2 ","146.3 s","0.6 s","81.6 e","102.5 ","5.0 ","88.9 s","111.5 s","4.5 s","88.5 e","107.3 ","-15.6 ","98.0 s","118.0 s","9.4 s","79.0 e","85.0 ","-42.8 ","86.5 s","92.1 s","5.5 s","89.6 e","110.3 ","-11.3 ","99.1 s","121.1 s","9.4 s","2010","01 "
"118","93.4 e","134.4 ","7.9 ","90.8 s","130.4 s","0.5 s","92.0 e","83.7 ","1.3 ","78.5 s","71.7 s","-7.5 s","92.7 e","106.2 ","4.9 ","84.1 s","96.8 s","-4.3 s","87.8 e","108.5 ","-10.7 ","87.5 s","108.1 s","-9.2 s","92.6 e","116.5 ","5.6 ","86.2 s","106.7 s","-3.8 s","91.9 e","132.3 ","4.2 ","90.1 s","129.5 s","-0.1 s","93.8 e","88.8 ","2.1 ","82.2 s","78.1 s","-6.2 s","170.1 ","57.1 ","145.4 s","0.8 s","92.6 e","114.2 ","3.4 ","86.4 s","106.7 s","-4.2 s","83.3 e","100.9 ","-23.5 ","89.2 s","107.9 s","-14.6 s","83.5 e","89.9 ","-32.7 ","81.5 s","87.3 s","-6.9 s","83.2 e","102.4 ","-22.2 ","90.1 s","110.7 s","-15.4 s","2009","12 "
"119","79.3 e","114.0 ","8.0 ","90.3 s","129.8 s","1.9 s","75.9 e","70.1 ","0.1 ","82.8 s","77.5 s","-10.4 s","77.5 e","89.6 ","4.4 ","86.9 s","101.1 s","-2.9 s","89.9 e","111.0 ","-2.0 ","96.4 s","119.0 s","-1.8 s","78.4 e","98.7 ","3.8 ","89.6 s","110.9 s","1.5 s","78.6 e","113.1 ","4.3 ","90.2 s","129.6 s","3.0 s","78.1 e","74.8 ","3.2 ","86.7 s","83.3 s","-8.6 s","133.5 ","-0.1 ","144.2 s","125.3 s","78.4 e","97.2 ","4.1 ","89.8 s","111.4 s","0.3 s","101.0 e","122.5 ","-5.9 ","104.2 s","126.3 s","-4.1 s","89.9 e","96.9 ","-28.5 ","87.1 s","93.8 s","2.6 s","102.3 e","125.9 ","-2.8 ","106.3 s","130.8 s","-4.9 s","2009","11 "
"120","89.1 e","128.2 ","-10.5 ","88.6 s","127.4 s","3.4 s","100.0 e","104.2 ","-11.0 ","83.8 s","86.5 s","14.4 s","94.6 e","114.8 ","-10.8 ","85.8 s","104.1 s","8.0 s","107.8 e","133.1 ","-8.2 ","98.2 s","121.2 s","4.8 s","92.9 e","116.9 ","-12.9 ","86.9 s","109.3 s","5.3 s","86.8 e","125.0 ","-14.0 ","87.5 s","125.8 s","4.3 s","103.7 e","109.7 ","-10.3 ","87.1 s","91.1 s","11.6 s","78.4 ","-19.6 ","64.0 s","-30.5 s","92.9 e","118.6 ","-12.7 ","87.0 s","111.1 s","6.9 s","122.2 e","148.1 ","-4.5 ","108.1 s","131.7 s","4.9 s","95.3 e","102.7 ","-39.3 ","85.0 s","91.4 s","-29.4 s","125.3 e","154.3 ","0.7 ","111.0 s","137.5 s","10.5 s","2009","10 "
"121","93.8 e","134.9 ","-7.2 ","85.9 s","123.2 s","-1.4 s","83.1 e","82.6 ","-10.6 ","77.4 s","75.6 s","8.0 s","88.4 e","105.8 ","-8.7 ","81.4 s","96.4 s","1.5 s","100.3 e","123.8 ","-5.6 ","93.8 s","115.7 s","2.5 s","90.5 e","113.8 ","-11.1 ","82.7 s","103.8 s","-1.0 s","92.7 e","133.4 ","-12.0 ","84.0 s","120.6 s","-4.5 s","86.5 e","88.7 ","-8.3 ","80.9 s","81.6 s","9.7 s","91.9 ","-17.7 ","92.1 s","-10.6 s","90.5 e","114.8 ","-10.8 ","82.6 s","103.9 s","-3.1 s","109.7 e","133.0 ","-0.7 ","103.5 s","125.5 s","3.2 s","136.8 e","147.3 ","-8.6 ","120.3 s","129.5 s","12.8 s","106.5 e","131.1 ","0.7 ","101.2 s","124.4 s","1.5 s","2009","09 "
"122","75.8 e","109.1 ","-12.3 ","86.6 s","125.0 s","6.2 s","56.8 e","54.5 ","-21.7 ","72.8 s","70.0 s","-7.3 s","66.3 e","78.7 ","-16.2 ","80.2 s","95.0 s","1.5 s","84.8 e","104.7 ","-11.6 ","90.9 s","112.9 s","0.1 s","70.0 e","88.1 ","-16.3 ","85.0 s","104.8 s","1.2 s","76.3 e","109.7 ","-15.2 ","87.5 s","126.3 s","8.7 s","59.0 e","58.1 ","-21.2 ","75.5 s","74.4 s","-9.5 s","85.7 ","2.0 ","103.0 s","-11.4 s","70.0 e","88.2 ","-16.9 ","84.9 s","107.2 s","6.6 s","99.0 e","120.0 ","-8.3 ","99.6 s","121.6 s","1.0 s","103.5 e","111.4 ","-23.9 ","105.7 s","114.8 s","12.8 s","98.4 e","121.1 ","-5.9 ","99.0 s","122.6 s","-0.9 s","2009","08 "
"123","93.9 e","135.1 ","-16.1 ","82.1 s","117.7 s","0.1 s","96.8 e","92.8 ","-9.7 ","78.1 s","75.5 s","25.8 s","95.4 e","111.5 ","-13.3 ","79.7 s","93.6 s","9.9 s","102.3 e","126.3 ","-15.1 ","91.7 s","112.8 s","8.6 s","96.4 e","121.3 ","-15.4 ","80.6 s","103.6 s","7.4 s","93.9 e","135.0 ","-19.5 ","80.9 s","116.2 s","0.4 s","100.9 e","100.0 ","-8.1 ","82.4 s","82.2 s","25.9 s","141.5 ","-3.5 ","116.3 s","1.6 s","96.4 e","120.4 ","-15.9 ","80.3 s","100.6 s","7.8 s","107.9 e","130.8 ","-15.0 ","99.5 s","120.4 s","8.0 s","97.2 e","104.7 ","-28.7 ","94.8 s","101.8 s","7.5 s","109.2 e","134.4 ","-13.2 ","100.8 s","123.7 s","9.1 s","2009","07 "
"124","91.3 e","131.3 ","-16.5 ","81.5 s","117.6 s","2.9 s","68.8 e","64.7 ","-34.1 ","63.8 s","60.0 s","-4.5 s","80.0 e","94.2 ","-24.2 ","72.3 s","85.2 s","-0.9 s","92.8 e","114.6 ","-23.2 ","83.9 s","103.9 s","-12.8 s","84.4 e","106.2 ","-23.8 ","75.1 s","96.5 s","-1.4 s","91.4 e","131.5 ","-19.5 ","80.2 s","115.7 s","0.5 s","72.0 e","69.4 ","-31.2 ","67.7 s","65.3 s","-2.8 s","118.3 ","-35.2 ","114.5 s","-7.1 s","84.4 e","105.7 ","-23.1 ","74.7 s","93.3 s","-3.5 s","100.9 e","122.4 ","-22.7 ","91.9 s","111.5 s","-21.2 s","87.9 e","94.6 ","-41.5 ","88.1 s","94.7 s","-46.1 s","102.5 e","126.1 ","-20.1 ","92.1 s","113.4 s","-17.5 s","2009","06 "
"125","74.2 e","106.8 ","-25.5 ","79.3 s","114.3 s","-1.0 s","59.2 e","54.2 ","-46.7 ","68.4 s","62.8 s","-13.3 s","66.7 e","77.5 ","-35.5 ","74.1 s","86.0 s","-5.8 s","93.6 e","115.6 ","-15.6 ","96.6 s","119.2 s","9.2 s","70.4 e","88.6 ","-32.4 ","78.2 s","97.9 s","-2.4 s","74.6 e","107.4 ","-28.2 ","79.8 s","115.1 s","-1.5 s","63.0 e","58.5 ","-43.6 ","71.8 s","67.2 s","-12.4 s","124.8 ","-13.1 ","123.3 s","22.9 s","70.4 e","87.0 ","-33.3 ","77.8 s","96.7 s","-4.2 s","115.9 e","140.5 ","-1.3 ","116.5 s","141.5 s","22.2 s","153.2 e","165.0 ","5.9 ","160.7 s","175.8 s","91.1 s","111.5 e","137.2 ","-2.4 ","111.7 s","137.5 s","16.1 s","2009","05 "
"126","77.9 e","112.0 ","-29.2 ","80.1 s","115.5 s","4.7 s","68.6 e","67.3 ","-31.5 ","73.6 s","72.4 s","-2.9 s","73.2 e","87.1 ","-30.2 ","76.7 s","91.3 s","0.8 s","80.7 e","99.6 ","-20.7 ","88.3 s","109.2 s","-1.7 s","75.6 e","95.2 ","-30.3 ","80.8 s","100.3 s","2.9 s","78.2 e","112.5 ","-31.2 ","81.2 s","116.9 s","7.1 s","71.2 e","71.2 ","-32.0 ","76.6 s","76.7 s","0.1 s","92.6 ","15.6 ","100.3 s","-15.6 s","75.6 e","95.3 ","-31.4 ","80.1 s","100.9 s","6.5 s","85.6 e","103.8 ","-10.1 ","95.5 s","115.8 s","-6.8 s","74.4 e","80.2 ","-39.3 ","85.1 s","92.0 s","-1.2 s","86.9 e","106.9 ","-5.6 ","96.3 s","118.4 s","-7.7 s","2009","04 "
"127","78.6 e","113.0 ","-27.6 ","76.7 s","110.3 s","7.5 s","84.4 e","79.3 ","-39.6 ","78.9 s","74.6 s","12.2 s","81.5 e","94.2 ","-33.8 ","78.0 s","90.6 s","9.4 s","92.8 e","114.6 ","-16.7 ","89.9 s","111.1 s","-4.9 s","80.7 e","101.6 ","-33.3 ","75.0 s","97.5 s","4.8 s","78.5 e","113.0 ","-29.7 ","75.9 s","109.2 s","2.4 s","84.7 e","83.1 ","-41.7 ","77.5 s","76.6 s","4.9 s","125.7 ","-6.2 ","118.9 s","-12.6 s","80.7 e","100.5 ","-34.4 ","75.6 s","94.7 s","0.3 s","104.4 e","126.6 ","2.3 ","102.4 s","124.2 s","-9.6 s","85.9 e","92.6 ","-33.6 ","87.7 s","93.1 s","-39.8 s","106.6 e","131.2 ","7.8 ","104.0 s","128.3 s","-5.4 s","2009","03 "
"128","68.8 e","98.9 ","-36.6 ","71.3 s","102.6 s","-6.2 s","61.0 e","57.3 ","-52.7 ","71.4 s","66.5 s","-25.0 s","64.9 e","75.8 ","-44.5 ","71.3 s","82.8 s","-15.7 s","86.7 e","107.1 ","-21.7 ","94.7 s","116.8 s","-4.8 s","68.9 e","86.7 ","-40.4 ","76.0 s","93.0 s","-11.8 s","70.0 e","100.7 ","-37.8 ","74.1 s","106.6 s","-4.4 s","66.9 e","64.1 ","-49.6 ","76.5 s","73.0 s","-20.7 s","114.2 ","12.3 ","136.0 s","-16.8 s","68.9 e","85.5 ","-42.0 ","76.2 s","94.4 s","-9.1 s","103.9 e","126.0 ","-2.2 ","113.6 s","137.4 s","-0.7 s","134.2 e","144.6 ","27.7 ","143.2 s","154.6 s","-3.5 s","100.3 e","123.5 ","-5.7 ","110.6 s","135.6 s","-0.2 s","2009","02 "
"129","74.6 e","107.3 ","-32.6 ","76.1 s","109.4 s","-9.8 s","77.2 e","74.9 ","-33.7 ","91.7 s","88.7 s","26.2 s","75.9 e","89.3 ","-33.1 ","83.9 s","98.2 s","6.5 s","91.9 e","113.4 ","-14.9 ","99.8 s","122.7 s","1.5 s","78.3 e","98.6 ","-32.6 ","83.2 s","105.5 s","4.6 s","76.4 e","110.0 ","-34.3 ","77.4 s","111.5 s","-10.7 s","81.8 e","80.2 ","-34.7 ","94.0 s","92.0 s","21.1 s","121.5 ","36.1 ","163.4 s","76.8 s","78.3 e","97.6 ","-34.4 ","83.6 s","103.8 s","0.8 s","104.9 e","127.2 ","5.1 ","114.8 s","138.4 s","-0.1 s","138.0 e","148.6 ","5.8 ","149.9 s","160.2 s","23.2 s","101.0 e","124.3 ","5.0 ","111.0 s","135.9 s","-2.6 s","2009","01 "
"130","86.6 e","124.6 ","-16.7 ","84.4 s","121.3 s","-1.9 s","82.1 e","82.6 ","-35.5 ","69.7 s","70.3 s","-11.3 s","84.3 e","101.2 ","-26.5 ","76.5 s","92.2 s","-7.5 s","98.4 e","121.5 ","-7.0 ","97.9 s","120.9 s","0.1 s","87.6 e","110.3 ","-26.8 ","81.3 s","100.9 s","-8.3 s","88.2 e","127.0 ","-19.4 ","86.9 s","124.9 s","-2.8 s","86.5 e","87.0 ","-36.2 ","75.3 s","76.0 s","-7.2 s","108.3 ","-44.4 ","92.4 s","-36.2 s","87.6 e","110.4 ","-25.8 ","81.5 s","103.0 s","-6.5 s","108.7 e","131.9 ","17.8 ","114.4 s","138.5 s","3.7 s","124.0 e","133.5 ","30.8 ","121.4 s","130.0 s","0.1 s","107.0 e","131.6 ","16.2 ","113.5 s","139.5 s","4.0 s","2008","12 "
